drug_id,description,administrative_status,approved_for_hospital_use,reimbursement_rate,marketing_declaration_date,marketing_authorization_date,marketing_authorization_process,pharmaceutical_companies,price
7895_train,plaquette(s) thermoformée(s) aluminium polyamide PVC de 28 comprimé(s),Présentation active,oui,65%,20120101,20090101,Procédure décentralisée, TEVA SANTE,11.62
7896_train,plaquette(s) thermoformée(s) polyéthylène PVC de 1  ovule(s),Présentation active,non,30%,20120101,19900101,Procédure nationale, BESINS INTERNATIONAL (FRANCE),2.96
7897_train,plaquette(s) formée(s) à froid PVC-Aluminium de 10 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, SANDOZ,9.66
7898_train,plaquette(s) polypropylène polycyclooléfine aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20090101,Procédure décentralisée, MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG,11.14
7899_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 84 comprimé(s),Présentation active,oui,65%,20090101,20040101,Procédure nationale, MYLAN SAS,17.3
7900_train,plaquette(s) PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure nationale, CRISTERS,1.65
7901_train,plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure décentralisée, MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG,21.2
7902_train,flacon(s) polyéthylène haute densité (PEHD) de 112 comprimé(s),Présentation active,oui,65%,20110101,20110101,Procédure nationale, BIOGARAN,210.25
7903_train,plaquette(s) thermoformée(s) PVDC polyéthylène aluminium de 30 comprimé(s),Présentation active,non,65%,20120101,20090101,Procédure nationale, BIOGARAN,6.36
7904_train,plaquette(s) thermoformée(s) aluminium suremballée(s)/surpochée(s) de 30 comprimé(s),Présentation active,non,65%,20120101,20090101,Procédure décentralisée, ACTAVIS GROUP PTC (ISLANDE),6.36
7905_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 20 comprimé(s),Présentation active,non,65%,20150101,20080101,Procédure nationale, TEVA SANTE,3.27
7906_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 7 gélule(s),Présentation active,oui,65%,20070101,20040101,Procédure nationale, TEVA SANTE,14.2
7907_train,flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure nationale, BIOGARAN,54.3
7908_train,3 plaquette(s) thermoformée(s) aluminium de 10 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure centralisée, ACCORD HEALTHCARE (ROYAUME UNI),5.33
7909_train,plaquette(s) thermoformée(s) PVC-Aluminium de 60 gélule(s),Présentation active,oui,65%,20050101,20000101,Procédure nationale, SANDOZ,3.7
7910_train,plaquette(s) thermoformée(s) PVC aluminium PVDC de 14 gélule(s),Présentation active,oui,65%,20020101,19980101,Procédure nationale, RATIOPHARM (ALLEMAGNE),3.19
7911_train,1 flacon(s) en verre brun de 250 ml avec cuillère-mesure polystyrène,Présentation active,oui,15%,20050101,20020101,Procédure nationale, BIOGARAN,1.53
7912_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 30 comprimé(s),Présentation active,oui,65%,20140101,20080101,Procédure décentralisée, ABBOTT PRODUCTS,22.34
7913_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,15%,19950101,19930101,Procédure nationale, SIGMA TAU (ITALIE),9.79
7914_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20130101,20090101,Procédure centralisée, KRKA (SLOVENIE),7.73
7915_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20140101,20110101,Procédure nationale, TEVA SANTE,5.27
7916_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s),Présentation active,oui,65%,20110101,20060101,Procédure nationale, CRISTERS,19.75
7917_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),Présentation active,non,65%,20140101,19960101,Procédure nationale, SANDOZ,3.83
7918_train,"1 flacon(s) en verre brun de 17,5 ml",Présentation active,oui,100%,19980101,19970101,Procédure nationale, PFIZER HOLDING FRANCE,24.7
7919_train,"1 flacon(s) en verre de 1079,27  mg - 1 ampoule(s) en verre de 10  ml",Présentation active,non,65%,20140101,20030101,Procédure nationale, ACTAVIS FRANCE,6.53
7920_train,plaquette(s) formée(s) à froid polyamide PVC aluminium de 28 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,7.55
7921_train,pilulier(s) polyéthylène haute densité (PEHD) de 7 gélule(s),Présentation active,non,65%,20120101,20030101,Procédure nationale, DISTRIQUIMICA,1.88
7922_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,non,65%,20140101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),6.58
7923_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,65%,20150101,20100101,Procédure nationale, TEVA SANTE,6.36
7924_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure décentralisée, SANOFI AVENTIS FRANCE,7.73
7925_train,plaquette(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure nationale, EVOLUPHARM,7.21
7926_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s),Présentation active,oui,65%,20100101,20080101,Procédure de reconnaissance mutuelle, ACCORD HEALTHCARE (ROYAUME UNI),22.04
7927_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s),Présentation active,non,65%,20110101,20060101,Procédure nationale, TEVA SANTE,19.75
7928_train,plaquette(s) PVC PVDC aluminium de 12 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure nationale, ZYDUS FRANCE,20.15
7929_train,plaquette(s) (ACLAR RX) polytrifluorochloroéthylène PVC aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20110101,Procédure décentralisée, MYLAN SAS,23.71
7930_train,plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s),Présentation active,oui,65%,20020101,20010101,Procédure nationale, ARROW GENERIQUES,1.98
7931_train,plaquette(s) PVC aluminium de 30 comprimé(s),Présentation active,oui,65%,20080101,20070101,Procédure de reconnaissance mutuelle, SANDOZ,8.13
7932_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,65%,20150101,20010101,Procédure nationale, ARROW GENERIQUES,2.85
7933_train,plaquette(s) PVC PVDC aluminium de 90 gélule(s),Présentation active,non,65%,20150101,20110101,Procédure décentralisée, ARROW GENERIQUES,25.74
7934_train,2 tube(s) polypropylène de 30 comprimé(s),Présentation active,oui,65%,19980101,19960101,Procédure nationale, TRADIPHAR,5.9
7935_train,"3 flacon(s) de 2,5 ml avec compte-gouttes polyéthylène basse densité (PEBD) avec fermeture de sécurité",Présentation active,oui,65%,20090101,20010101,Procédure de reconnaissance mutuelle, PFIZER HOLDING FRANCE,21.39
7936_train,1 flacon(s) polyéthylène basse densité (PEBD) de 3 ml (distributeur parallèle : MEDIWIn Limited),Présentation active,non,65%,20110101,20060101,Procédure centralisée, ALLERGAN PHARMACEUTICALS IRELAND (IRLANDE),18.73
7937_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure décentralisée, SANDOZ,7.21
7938_train,1 flacon(s) en verre brun de 45 g avec cuillère-mesure polypropylène,Présentation active,oui,65%,19990101,19980101,Procédure nationale, MYLAN SAS,4.59
7939_train,plaquette(s) thermoformée(s) PVC-Aluminium de 4  comprimé(s),Présentation active,oui,65%,19890101,19880101,Procédure nationale, SANOFI AVENTIS FRANCE,2.2
7940_train,plaquette(s) thermoformée(s) PVC-aluminium de 60 gélule(s),Présentation active,oui,65%,19820101,19800101,Procédure nationale, SANOFI AVENTIS FRANCE,4.05
7941_train,3 plaquette(s) thermoformée(s) PVC PVDC aluminium de 21 comprimés jaunâtres + 7 comprimés rouges avec calendrier,Présentation active,oui,65%,20130101,20120101,Procédure nationale, MAJORELLE LUXEMBOURG SOPARFI (LUXEMBOURG),3.79
7942_train,1 plaquette(s) thermoformée(s) aluminium PVC PVDC de 21 comprimé(s),Présentation active,oui,65%,20130101,20120101,Procédure décentralisée, LABORATOIRES MAJORELLE,1.47
7943_train,plaquette(s) thermoformée(s) PVC-aluminium de 15 gélule(s),Présentation active,oui,65%,19980101,19820101,Procédure nationale, MEDI-FARMA,6.13
7944_train,3 plaquette(s) thermoformée(s) PVC-aluminium de 10  comprimé(s),Présentation active,oui,65%,19730101,19960101,Procédure nationale, LABORATOIRE BIODIM,2.18
7945_train,plaquette(s) thermoformée(s) aluminium de 90 gélule(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, BIOGARAN,19.56
7946_train,plaquette(s) thermoformée(s) PVC-Aluminium de 50 comprimé(s),Présentation active,oui,65%,20040101,19870101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,1.53
7947_train,plaquette(s) thermoformée(s) PVC-aluminium de 50 gélule(s),Présentation active,oui,65%,20010101,19910101,Procédure nationale, SANOFI AVENTIS FRANCE,6.25
7948_train,plaquette(s) formée(s) à froid aluminium de 30 gélule(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, MYLAN SAS,6.12
7949_train,plaquette(s) thermoformée(s) aluminium de 30  comprimé(s),Présentation active,non,65%,20140101,20020101,Procédure nationale, RATIOPHARM (ALLEMAGNE),7.4
7950_train,plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s),Présentation active,oui,65%,20060101,20050101,Procédure nationale, ZYDUS FRANCE,5.55
7951_train,plaquette(s) thermoformée(s) PVC-Aluminium de 4 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, LABORATOIRES ALTER,15.32
7952_train,plaquette(s) thermoformée(s) PVC-Aluminium de 15 comprimé(s),Présentation active,oui,30%,20100101,20100101,Procédure nationale, CRISTERS,2.3
7953_train,plaquette(s) thermoformée(s) polypropylène aluminium de 30  comprimé(s),Présentation active,non,65%,20060101,19870101,Procédure nationale, BAYER HEALTHCARE,7.38
7954_train,1 tube(s) aluminium verni de 5 g,Présentation active,oui,30%,19990101,19980101,Procédure nationale, LABORATOIRE CHAUVIN,1.26
7955_train,plaquette(s) thermoformée(s) PVC aluminium de 28 comprimé(s),Présentation active,oui,15%,19980101,19970101,Procédure de reconnaissance mutuelle, EISAI SA,49.35
7956_train,plaquette(s) thermoformée(s) aluminium polyamide PVC de 21 comprimé(s),Présentation active,oui,65%,20100101,20090101,Procédure décentralisée, TEVA SANTE,8.6
7957_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 gélule(s),Présentation active,non,65%,20140101,20000101,Procédure nationale, MYLAN MEDICAL,7.01
7958_train,1 flacon(s) en verre de 120 ml,Présentation active,oui,65%,19720101,19840101,Procédure nationale, SANOFI AVENTIS FRANCE,3.6
7959_train,1 flacon(s) en verre brun de 150 ml avec cuillère-mesure polystyrène,Présentation active,oui,30%,20060101,19960101,Procédure nationale, THERABEL LUCIEN PHARMA,1.78
7960_train,plaquette(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20150101,20130101,Procédure nationale, INTAS PHARMACEUTICALS,5.99
7961_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 84 comprimé(s),Présentation active,non,65%,20130101,20060101,Procédure nationale, MYLAN SAS,20.17
7962_train,1 bouteille(s) polypropylène de 100 ml avec seringue(s) pour injecteur Nemoto (+ microperfuseur + raccord) et avec cathéter(s),Présentation active,oui,65%,20130101,19950101,Procédure nationale, GE HEALTHCARE,33.64
7963_train,1 flacon(s) pressurisé(s) aluminium de 120 doses avec valve(s) doseuse(s) avec embout(s) buccal(aux),Présentation active,oui,65%,20040101,20010101,Procédure de reconnaissance mutuelle, GLAXOSMITHKLINE,31.63
7964_train,1 poche(s) PVC plastifié de 1000 ml,Présentation active,oui,65%,19920101,19830101,Procédure nationale, BIOLUZ,2.56
7965_train,"2 stylo prérempli en verre de 0,3 ml avec aiguille(s) acier inoxydable",Présentation active,oui,65%,20140101,20130101,Procédure décentralisée, MEDA PHARMA (FRANCE),74.04
7966_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 gélule(s),Présentation active,oui,65%,20100101,20090101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,6.36
7967_train,plaquette(s) thermoformée(s) aluminium de 14 comprimé(s),Présentation active,oui,65%,20060101,20040101,Procédure nationale, SANOFI AVENTIS FRANCE,3.13
7968_train,plaquette(s) thermoformée(s) aluminium de 30 gélule(s),Présentation active,non,65%,20150101,19950101,Procédure nationale, PIERRE FABRE MEDICAMENT,6.91
7969_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,non,65%,20150101,20080101,Procédure décentralisée, TEVA SANTE,27.33
7970_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s),Présentation active,non,65%,20120101,20050101,Procédure de reconnaissance mutuelle, EVOLUPHARM,5.2
7971_train,1 flacon(s) en verre de 500 ml,Présentation active,non,65%,20120101,19980101,Procédure nationale, AGUETTANT,1.94
7972_train,1 tube(s) polyéthylène haute densité (PEHD) de 50  g avec pompe doseuse,Présentation active,oui,65%,19960101,19950101,Procédure de reconnaissance mutuelle, TEVA SANTE,4.49
7973_train,"1 flacon(s) en verre - 1 ampoule(s) en verre de 3,5  ml",Présentation active,oui,100%,19970101,19920101,Procédure de reconnaissance mutuelle, FERRING (FRANCE),117.08
7974_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20080101,20070101,Procédure de reconnaissance mutuelle, TEVA SANTE,6.36
7975_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s),Présentation active,oui,15%,20120101,20110101,Procédure décentralisée, SANOFI AVENTIS FRANCE,27.5
7976_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 112 comprimé(s),Présentation active,oui,65%,20110101,20080101,Procédure décentralisée, TEVA SANTE,102.8
7977_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s),Présentation active,oui,65%,20110101,20060101,Procédure nationale, BIOGARAN,2.97
7978_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, BOUCHARA-RECORDATI,8.14
7979_train,"1 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s) dans stylo pré-rempli avec 2 tampon(s) alcoolisé(s)",Présentation active,oui,65%,20120101,20110101,Procédure centralisée, ROCHE REGISTRATION,138.93
7980_train,3 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 10 comprimé(s),Présentation active,oui,65%,20080101,19980101,Procédure centralisée, BAYER PHARMA (ALLEMAGNE),9.62
7981_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,non,65%,20150101,20100101,Procédure nationale, MYLAN SAS,10.32
7982_train,1 flacon(s) polyéthylène basse densité (PEBD) de 30 g,Présentation active,oui,30%,20080101,20030101,Procédure nationale, ARROW GENERIQUES,2.24
7983_train,plaquette(s) thermoformée(s) PVC-aluminium de 60 gélule(s),Présentation active,oui,65%,20090101,20000101,Procédure nationale, CRISTERS,3.7
7984_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, LABORATOIRES ALTER,7.55
7985_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 15 comprimé(s),Présentation active,oui,30%,20070101,19970101,Procédure nationale, SANOFI AVENTIS FRANCE,2.24
7986_train,5 sachet(s) polytéréphtalate (PET) aluminium ionomère avec fermeture de sécurité enfant de 1 dispositif(s),Présentation active,oui,65%,20100101,20090101,Procédure de reconnaissance mutuelle, EG LABO - LABORATOIRES EUROGENERICS,32.58
7987_train,5 ampoule(s) en verre de 10  ml,Présentation active,oui,65%,19870101,19820101,Procédure nationale, GRIMBERG,1.93
7988_train,plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 gélule(s),Présentation active,oui,65%,20110101,20100101,Procédure décentralisée, BLUEFISH PHARMACEUTICALS (SUEDE),5.6
7989_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,oui,65%,20110101,20080101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,6.37
7990_train,flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s) avec capsule polypropylène,Présentation active,oui,65%,20120101,20050101,Procédure nationale, CRISTERS,3.94
7991_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,65%,20140101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),6.36
7992_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,non,65%,20150101,20010101,Procédure nationale, ARROW GENERIQUES,1.6
7993_train,"1 seringue(s) préremplie(s) en verre de 0,5 ml",Présentation active,oui,65%,20090101,20070101,Procédure centralisée, SANDOZ (AUTRICHE),33.75
7994_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 gélule(s),Présentation active,oui,65%,20060101,20050101,Procédure nationale, BIOGARAN,3.19
7995_train,1 flacon(s) compte-gouttes polyéthylène de 5 ml,Présentation active,oui,65%,19970101,19940101,Procédure nationale, ALCON,3.97
7996_train,plaquette(s) PVC-Aluminium de 56 gélule(s),Présentation active,oui,65%,20060101,20040101,Procédure centralisée, PFIZER (GRANDE BRETAGNE),11.27
7997_train,"1 flacon(s) compte-gouttes polyéthylène avec fermeture de sécurité de 2,5 ml",Présentation active,non,65%,20150101,20150101,Procédure décentralisée, PFIZER HOLDING FRANCE,7.18
7998_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20120101,Procédure nationale, CRISTERS,18.63
7999_train,1 flacon(s) en verre de 6 ml,Présentation active,oui,65%,20050101,20030101,Procédure centralisée, ROCHE REGISTRATION,286.12
8000_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20130101,20110101,Procédure décentralisée, CRISTERS,18.63
8001_train,plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s),Présentation active,oui,65%,20050101,19970101,Procédure nationale, SANDOZ,4.22
8002_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s),Présentation active,oui,65%,20080101,20060101,Procédure nationale, BOUCHARA-RECORDATI,13.45
8003_train,pilulier(s) polypropylène de 90 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure nationale, BIOGARAN,18.63
8004_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20130101,20090101,Procédure nationale, BIOGARAN,4.71
8005_train,plaquette(s) thermoformée(s) aluminium de 6 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure décentralisée, SANDOZ,10.13
8006_train,1 flacon(s) en verre de 60 ml avec cuillère-mesure polystyrène,Présentation active,non,65%,20150101,19950101,Procédure nationale, MYLAN SAS,1.38
8007_train,plaquette(s) thermoformée(s) aluminium de 7 gélule(s),Présentation active,non,65%,20110101,20050101,Procédure nationale, ARROW GENERIQUES,14.2
8008_train,plaquette(s) thermoformée(s) PVC-Aluminium de 4 comprimé(s),Présentation active,non,65%,20130101,20100101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),13.18
8009_train,plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20120101,Procédure décentralisée, MYLAN SAS,18.63
8010_train,plaquette(s) PVC PVDC aluminium de 56 gélule(s),Présentation active,oui,65%,20150101,20150101,Procédure centralisée, SANDOZ (AUTRICHE),5.64
8011_train,tube(s) polypropylène de 8  comprimé(s),Présentation active,oui,65%,20040101,20030101,Procédure nationale, ARROW GENERIQUES,1.08
8012_train,plaquette(s) thermoformée(s) PVC-aluminium de 60  comprimé(s),Présentation active,oui,65%,19990101,19920101,Procédure nationale, MYLAN SAS,6.06
8013_train,plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure décentralisée, SANDOZ,8.92
8014_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,non,65%,20120101,20090101,Procédure nationale, MYLAN SAS,14.86
8015_train,1 flacon(s) en verre de 60 ml avec cuillère-mesure polystyrène,Présentation active,oui,65%,20070101,19950101,Procédure nationale, BIOGARAN,1.73
8016_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20130101,20120101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,18.63
8017_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure décentralisée, KRKA (SLOVENIE),18.63
8018_train,1 flacon(s) en verre brun de 30 ml avec seringue(s) pour administration orale polypropylène polyéthylène haute densité (PEHD),Présentation active,oui,65%,20080101,20070101,Procédure nationale, SANOFI AVENTIS FRANCE,8.5
8019_train,plaquette(s) thermoformée(s) PVC aluminium de 28 comprimé(s),Présentation active,oui,65%,20010101,19970101,Procédure nationale, PIERRE FABRE DERMATOLOGIE,6.3
8020_train,plaquette(s) thermoformée(s) PVC polyéthylène aluminium-ACLAR de 30  comprimé(s),Présentation active,oui,100%,20020101,20020101,Procédure centralisée, PFIZER (GRANDE BRETAGNE),126.96
8021_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20070101,20070101,Procédure nationale, ARROW GENERIQUES,18.95
8022_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20060101,Procédure nationale, MYLAN SAS,6.58
8023_train,plaquette(s) thermoformée(s) papier polytéréphtalate (PET) aluminium PVC de 20 comprimé(s),Présentation active,oui,65%,20030101,20020101,Procédure de reconnaissance mutuelle, LABORATOIRES GRUNENTHAL,3.79
8024_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20100101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,18.63
8025_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20130101,20110101,Procédure décentralisée, SANDOZ,14.3
8026_train,pilulier(s) polypropylène de 30 comprimé(s),Présentation active,non,65%,20050101,20050101,Procédure nationale, SANDOZ,7.71
8027_train,plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 90 comprimé(s),Présentation active,oui,65%,20080101,19990101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,8.6
8028_train,pilulier(s) polypropylène de 30 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure décentralisée, TEVA SANTE,6.36
8029_train,plaquette(s) polypropylène aluminium de 30 comprimé(s),Présentation active,oui,65%,20080101,20030101,Procédure nationale, TEVA SANTE,6.53
8030_train,plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure décentralisée, MYLAN SAS,18.63
8031_train,plaquette(s) thermoformée(s) PVDC PVC-aluminium de 10 comprimé(s),Présentation active,oui,65%,19990101,19940101,Procédure nationale, ABBOTT PRODUCTS,9.46
8032_train,1 tube(s) polyéthylène basse densité (PEBD) de 30  g,Présentation active,oui,15%,20030101,20020101,Procédure centralisée, ASTELLAS PHARMA EUROPE (PAYS-BAS),32.81
8033_train,1 plaquette(s) PVC-Aluminium de 21 comprimé(s),Présentation active,oui,65%,19860101,19850101,Procédure nationale, PFIZER HOLDING FRANCE,1.47
8034_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-aluminium de 30  comprimé(s),Présentation active,oui,15%,19970101,19930101,Procédure nationale, PFIZER HOLDING FRANCE,7.71
8035_train,plaquette(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20140101,20130101,Procédure nationale, MYLAN SAS,5.29
8036_train,plaquette(s) thermoformée(s) PVC-Aluminium de 14 comprimé(s),Présentation active,oui,15%,20100101,20090101,Procédure nationale, LABORATOIRES ALTER,1.51
8037_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,oui,15%,20090101,20090101,Procédure nationale, PFIZER HOLDING FRANCE,3.2
8038_train,plaquette(s) thermoformée(s) PVC-aluminium avec distributeur de 60  dose(s),Présentation active,oui,65%,20010101,19950101,Procédure nationale, GLAXOSMITHKLINE,8.06
8039_train,plaquette(s) thermoformée(s) papier aluminium nylon PVC de 28 comprimé(s),Présentation active,oui,65%,20150101,20060101,Procédure centralisée, RB PHARMACEUTICALS (ROYAUME-UNI),63.9
8040_train,1 flacon(s) polyéthylène de 30 ml - avec compte-gouttes,Présentation active,oui,65%,19720101,19880101,Procédure nationale, EUMEDICA,1.82
8041_train,plaquette(s) thermoformée(s) PVC-Aluminium polyamide aluminium de 100 comprimé(s),Présentation active,non,65%,20120101,20100101,Procédure décentralisée, RANBAXY PHARMACIE GENERIQUES,70.96
8042_train,plaquette(s) thermoformée(s) polypropylène aluminium de 30 capsule(s),Présentation active,oui,65%,19790101,19780101,Procédure nationale, BAYER HEALTHCARE,1.96
8043_train,plaquette(s) PVC-Aluminium de 7 gélule(s),Présentation active,oui,65%,20090101,19950101,Procédure de reconnaissance mutuelle, PFIZER HOLDING FRANCE,14.2
8044_train,plaquette(s) thermoformée(s) aluminium de 12 comprimé(s),Présentation active,oui,65%,20130101,20110101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,20.15
8045_train,plaquette(s) thermoformée(s) aluminium de 84 comprimé(s),Présentation active,oui,65%,20150101,20000101,Procédure nationale, MYLAN SAS,17.3
8046_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,8.92
8047_train,plaquette(s) thermoformée(s) PVC-Aluminium de 20 comprimé(s),Présentation active,oui,65%,20090101,20050101,Procédure nationale, CRISTERS,5.52
8048_train,1 tube(s) aluminium verni de 100 g,Présentation active,oui,30%,20130101,20130101,Procédure nationale, SANDOZ,2.39
8049_train,plaquette(s) thermoformée(s) PVC-aluminium PVDC de 30  comprimé(s),Présentation active,oui,65%,20010101,20000101,Procédure nationale, BIOGARAN,2.73
8050_train,plaquette(s) thermoformée(s) PVC-Aluminium de 20  comprimé(s),Présentation active,oui,30%,19770101,19880101,Procédure nationale, SANOFI AVENTIS FRANCE,1.98
8051_train,1 seringue(s) préremplie(s) en verre de 2 ml,Présentation active,oui,100%,20050101,20040101,Procédure de reconnaissance mutuelle, CSL BEHRING (ALLEMAGNE),82.76
8052_train,plaquette(s) thermoformée(s) PVC-Aluminium de 6 comprimé(s),Présentation active,oui,65%,20140101,20130101,Autorisation d'importation parallèle, BB FARMA (ITALIE),68.88
8053_train,plaquette(s) thermoformée(s) PVC polyamide aluminium polytéréphtalate (PET) de 100 lyophilisat(s),Présentation active,oui,65%,20060101,20050101,Procédure nationale, FERRING (FRANCE),147.42
8054_train,plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,6.1
